# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         
81                      	smoothSolver	8.2025366523571932e-06	2.7414006382633470e-07	2	1.7407994442811159e-05	6.7918289740511659e-07	2	false	smoothSolver	1.2486932937025380e-07	2.5425263454302328e-09	2	true	GAMG	2.9579470647156870e-05	2.8032364820567941e-06	20	true	smoothSolver	1.6108859382282669e-09	1.3010233842370780e-10	1	true
82                      	smoothSolver	8.2025978919535051e-06	2.7463226619307161e-07	2	1.7742142103106199e-05	6.9135524657631500e-07	2	false	smoothSolver	1.2132437008255411e-07	2.5233954995676401e-09	2	true	GAMG	2.8028066876190072e-05	2.7915652101978469e-06	20	true	smoothSolver	1.5773248365297969e-09	1.2779987746268861e-10	1	true
83                      	smoothSolver	8.1969386462317881e-06	2.7372730515564053e-07	2	1.8064085526020872e-05	7.0387308280952699e-07	2	false	smoothSolver	1.1775137633340010e-07	2.5052312472333501e-09	2	true	GAMG	2.6519604828737700e-05	2.4877565645426700e-06	21	true	smoothSolver	1.5468270906542860e-09	1.2560327906833659e-10	1	true
84                      	smoothSolver	8.1819417652878126e-06	2.7264965954677891e-07	2	1.8400964454369551e-05	7.1634147471583487e-07	2	false	smoothSolver	1.1478795858235999e-07	2.4916626397195509e-09	2	true	GAMG	2.4706879295126070e-05	2.4516338489337021e-06	20	true	smoothSolver	1.5342951503430300e-09	1.2352985969697650e-10	1	true
85                      	smoothSolver	8.1646376355417250e-06	2.7095249740146882e-07	2	1.8703153629188950e-05	7.2896893455307990e-07	2	false	smoothSolver	1.1272476688094830e-07	2.4779220420377380e-09	2	true	GAMG	2.3498489575194469e-05	2.2032845784638241e-06	21	true	smoothSolver	1.5048323270124880e-09	1.2141398033001639e-10	1	true
86                      	smoothSolver	8.1491736078904022e-06	2.6943891976252818e-07	2	1.9006883923603719e-05	7.4021853489862236e-07	2	false	smoothSolver	1.1081580981102480e-07	2.4599492687571518e-09	2	true	GAMG	2.2078480535412620e-05	2.1954698141316759e-06	20	true	smoothSolver	1.4531814390600719e-09	1.1927459787555189e-10	1	true
87                      	smoothSolver	8.1216872267017818e-06	2.6819230252061473e-07	2	1.9302614198965521e-05	7.4984102241786269e-07	2	false	smoothSolver	1.0878681669679220e-07	2.4392170885930661e-09	2	true	GAMG	2.1232245108983660e-05	2.1121127667428369e-06	21	true	smoothSolver	1.4218032114857010e-09	1.1723962731708159e-10	1	true
88                      	smoothSolver	8.0869396906398930e-06	2.6642243429969822e-07	2	1.9604864052413410e-05	7.5947096634826926e-07	2	false	smoothSolver	1.0676266934461830e-07	2.4206824315588970e-09	2	true	GAMG	2.0062049832436478e-05	1.9762716755785001e-06	21	true	smoothSolver	1.3896111219464169e-09	1.1524888534450041e-10	1	true
89                      	smoothSolver	8.0516113186069447e-06	2.6378872118703321e-07	2	1.9871075741152049e-05	7.6971387820893546e-07	2	false	smoothSolver	1.0489587902562159e-07	2.4054874057868308e-09	2	true	GAMG	1.9283267676296850e-05	1.8759419610368650e-06	22	true	smoothSolver	1.3573873575476589e-09	1.1330021852947280e-10	1	true
90                      	smoothSolver	8.0076285740344394e-06	2.6194994910451250e-07	2	2.0142760084414159e-05	7.7762062683072274e-07	2	false	smoothSolver	1.0314532511921520e-07	2.3899705686209030e-09	2	true	GAMG	1.8826539127842981e-05	1.8761353109079610e-06	22	true	smoothSolver	1.3272410431260290e-09	1.1139270656943430e-10	1	true
91                      	smoothSolver	7.9576237402020817e-06	2.5952643796213889e-07	2	2.0398093257991400e-05	7.8533384986100602e-07	2	false	smoothSolver	1.0129292631245840e-07	2.3721999629558699e-09	2	true	GAMG	1.8396048655785762e-05	1.8068306458012450e-06	23	true	smoothSolver	1.2988088465872090e-09	1.0949358217690240e-10	1	true
92                      	smoothSolver	7.8993496636932450e-06	2.5702355117622518e-07	2	2.0649691548201911e-05	7.9236308401961395e-07	2	false	smoothSolver	9.9328411430107988e-08	2.3542752770599279e-09	2	true	GAMG	1.7681083600851111e-05	1.7110935609669039e-06	23	true	smoothSolver	1.2706417640000900e-09	1.0762604298185930e-10	1	true
93                      	smoothSolver	7.8414982022792831e-06	2.5416148891372498e-07	2	2.0870348580580669e-05	7.9923838209393734e-07	2	false	smoothSolver	9.7330493183416541e-08	2.3373531740707351e-09	2	true	GAMG	1.7269101569499529e-05	1.6251009821889490e-06	24	true	smoothSolver	1.2431477932702100e-09	1.0587111637581980e-10	1	true
94                      	smoothSolver	7.7756148756502456e-06	2.5176335126703418e-07	2	2.1085177096902331e-05	8.0387159995946253e-07	2	false	smoothSolver	9.5294849597673107e-08	2.3272442505368179e-09	2	true	GAMG	1.7116809650573552e-05	1.6968971352579210e-06	23	true	smoothSolver	1.2158343871593470e-09	1.0417633651228409e-10	1	true
95                      	smoothSolver	7.7011258551643245e-06	2.4912320256734851e-07	2	2.1284202663618239e-05	8.0805620468517532e-07	2	false	smoothSolver	9.3269189979497780e-08	2.3196351056213041e-09	2	true	GAMG	1.6743824820826760e-05	1.6332956664921359e-06	23	true	smoothSolver	1.1895293787956981e-09	1.0252782822994540e-10	1	true
96                      	smoothSolver	7.6306026150633404e-06	2.4638981246059188e-07	2	2.1454956359344800e-05	8.1183168037966033e-07	2	false	smoothSolver	9.1389314968406706e-08	2.3134042788821791e-09	2	true	GAMG	1.6531694890498971e-05	1.5580025769140921e-06	24	true	smoothSolver	1.1691726744350460e-09	1.0096871579588530e-10	1	true
97                      	smoothSolver	7.5529570369384506e-06	2.4389557122052549e-07	2	2.1616668387941810e-05	8.1368585319215977e-07	2	false	smoothSolver	8.9631923377368322e-08	2.3087253654672260e-09	2	true	GAMG	1.6478928974021799e-05	1.5475318846592850e-06	24	true	smoothSolver	1.1543454636701169e-09	9.9495045463026944e-11	1	true
98                      	smoothSolver	7.4727161211455804e-06	2.4143495892706628e-07	2	2.1754717054858709e-05	8.1488092362554840e-07	2	false	smoothSolver	8.7967064864372443e-08	2.3063346677518312e-09	2	true	GAMG	1.6344599528900450e-05	1.5414548479965470e-06	24	true	smoothSolver	1.1453045767280781e-09	9.8118254346214435e-11	1	true
99                      	smoothSolver	7.3900967259117493e-06	2.3900428821027482e-07	2	2.1873317891782802e-05	8.1519793152250430e-07	2	false	smoothSolver	8.6399241469471643e-08	2.3039740755338449e-09	2	true	GAMG	1.6165700112250629e-05	1.5377075019469410e-06	24	true	smoothSolver	1.1013668999353920e-09	9.6672514286413023e-11	1	true
100                     	smoothSolver	7.3050502499816510e-06	2.3667243717881859e-07	2	2.1972052233403199e-05	8.1461624661675620e-07	2	false	smoothSolver	8.4889222174792142e-08	2.3013644620900352e-09	2	true	GAMG	1.6008122619027751e-05	1.5415308401378269e-06	24	true	smoothSolver	1.0827515348994290e-09	9.5349115201736115e-11	1	true
101                     	smoothSolver	7.2184651077518834e-06	2.3449163530695119e-07	2	2.2050271675334370e-05	8.1308265768582858e-07	2	false	smoothSolver	8.3464511657562622e-08	2.2994042583069549e-09	2	true	GAMG	1.5893400834388130e-05	1.5564967530062700e-06	24	true	smoothSolver	1.0734109748600489e-09	9.4130062230137116e-11	1	true
102                     	smoothSolver	7.1301959207983222e-06	2.3248371226443341e-07	2	2.2107511842611000e-05	8.1060663510288163e-07	2	false	smoothSolver	8.2088478263016264e-08	2.2978195020738842e-09	2	true	GAMG	1.5795218172646650e-05	1.4923513993658749e-06	26	true	smoothSolver	1.0408219306369479e-09	9.2907337176122779e-11	1	true
103                     	smoothSolver	7.0412477701308563e-06	2.3073627475875340e-07	2	2.2145345694024390e-05	8.0720408306783269e-07	2	false	smoothSolver	8.0751253881368894e-08	2.2954247399679459e-09	2	true	GAMG	1.5637299643849920e-05	1.4929042789779171e-06	26	true	smoothSolver	1.0130034713012449e-09	9.1739934072985866e-11	1	true
104                     	smoothSolver	6.9508883393373156e-06	2.2917255248585831e-07	2	2.2157297965017688e-05	8.0309600680481302e-07	2	false	smoothSolver	7.9517869921041034e-08	2.2945328621246232e-09	2	true	GAMG	1.5511448907416100e-05	1.5133303666520081e-06	26	true	smoothSolver	1.0033133171179770e-09	9.0665408475852211e-11	1	true
105                     	smoothSolver	6.8607982453018282e-06	2.2792523903234299e-07	2	2.2148277764177780e-05	7.9805159792875998e-07	2	false	smoothSolver	7.8324703979479654e-08	2.2948298837853281e-09	2	true	GAMG	1.5379313896323911e-05	1.4792079967405920e-06	28	true	smoothSolver	9.8667525666458725e-10	8.9648695726615042e-11	1	true
106                     	smoothSolver	6.7715845905395328e-06	2.2701306368840291e-07	2	2.2119200110658061e-05	7.9215914808414621e-07	2	false	smoothSolver	7.7175165465165180e-08	2.2959127530255060e-09	2	true	GAMG	1.5193333071969170e-05	1.4748564767826969e-06	28	true	smoothSolver	9.5682757917924727e-10	8.8628097384348103e-11	1	true
107                     	smoothSolver	6.6820607183426087e-06	2.2639406369481520e-07	2	2.2065252023367680e-05	7.8560400343801393e-07	2	false	smoothSolver	7.6105381688091673e-08	2.2967000032727870e-09	2	true	GAMG	1.5026635576853669e-05	1.4831004665358471e-06	28	true	smoothSolver	9.3441541807103635e-10	8.7658752444184526e-11	1	true
108                     	smoothSolver	6.5938177218770523e-06	2.2613940113488180e-07	2	2.1990098220529659e-05	7.7819852699653423e-07	2	false	smoothSolver	7.5092516244376087e-08	2.2982611671457251e-09	2	true	GAMG	1.4847881470894820e-05	1.4419582275964121e-06	30	true	smoothSolver	9.1548290311955650e-10	8.6746336544163237e-11	1	true
109                     	smoothSolver	6.5072681667881560e-06	2.2626805649577639e-07	2	2.1894452297905449e-05	7.7005758519217783e-07	2	false	smoothSolver	7.4136898047454198e-08	2.2993552099842990e-09	2	true	GAMG	1.4635563074914250e-05	1.4242466415074309e-06	30	true	smoothSolver	9.0815484275356759e-10	8.5914063330690372e-11	1	true
110                     	smoothSolver	6.4222896472106382e-06	2.2673302422947370e-07	2	2.1775732392923571e-05	7.6136180190652151e-07	2	false	smoothSolver	7.3236838651910865e-08	2.3006305569287509e-09	2	true	GAMG	1.4448418257646670e-05	1.4203654945333760e-06	30	true	smoothSolver	9.0847578409287609e-10	8.5102369154904239e-11	1	true
111                     	smoothSolver	6.3402438297407383e-06	2.2755650227772249e-07	2	2.1637705485602842e-05	7.5209908234938629e-07	2	false	smoothSolver	7.2380011648740765e-08	2.3015942144652678e-09	2	true	GAMG	1.4222060800218161e-05	1.4198088380507600e-06	31	true	smoothSolver	8.7873502651956457e-10	8.4268899903823460e-11	1	true
112                     	smoothSolver	6.2590442938600639e-06	2.2872338652465700e-07	2	2.1483801957765261e-05	7.4240029075520586e-07	2	false	smoothSolver	7.1550296083876872e-08	2.3024941112591710e-09	2	true	GAMG	1.3540384259314030e-05	1.3532052133977381e-06	32	true	smoothSolver	8.5219737439177203e-10	8.3482106680915182e-11	1	true
113                     	smoothSolver	6.1854460653472613e-06	2.3026586519457460e-07	2	2.1303183460822071e-05	7.3290046288600248e-07	2	false	smoothSolver	7.0738566149833295e-08	2.3051841316312449e-09	2	true	GAMG	1.3512539429301221e-05	1.3359373264589369e-06	32	true	smoothSolver	8.3610128210553898e-10	8.2751895157892934e-11	1	true
114                     	smoothSolver	6.1119012210116331e-06	2.3211093370928340e-07	2	2.1113107685352750e-05	7.2303187220791059e-07	2	false	smoothSolver	6.9934064943105108e-08	2.3090540855406791e-09	2	true	GAMG	1.3358711041284591e-05	1.3314918328456160e-06	32	true	smoothSolver	8.3194675842467304e-10	8.2106569698762171e-11	1	true
115                     	smoothSolver	6.0420415658310196e-06	2.3420942664562761e-07	2	2.0916177812425290e-05	7.1343907426023678e-07	2	false	smoothSolver	6.9148789180466677e-08	2.3128349278732761e-09	2	true	GAMG	1.3143426473895581e-05	1.3019921091756450e-06	33	true	smoothSolver	8.0841372139404648e-10	8.1464303966743771e-11	1	true
116                     	smoothSolver	5.9776932014212860e-06	2.3651782241470560e-07	2	2.0713397343673751e-05	7.0418387348559405e-07	2	false	smoothSolver	6.8385856488094565e-08	2.3204422378360980e-09	2	true	GAMG	1.2669856860559281e-05	1.2495933510370210e-06	34	true	smoothSolver	7.9899614903793988e-10	8.0887995670702731e-11	1	true
117                     	smoothSolver	5.9125734845150061e-06	2.3883049918687462e-07	2	2.0505198725116631e-05	6.9491972037380778e-07	2	false	smoothSolver	6.7623786252291253e-08	2.3286364242886040e-09	2	true	GAMG	1.2634592728752930e-05	1.2599219961007230e-06	33	true	smoothSolver	7.7930626682072615e-10	8.0316115798356948e-11	1	true
118                     	smoothSolver	5.8519705199229148e-06	2.4090139306236441e-07	2	2.0290555323274240e-05	6.8655185524297391e-07	2	false	smoothSolver	6.6914405618042486e-08	2.3393099867875970e-09	2	true	GAMG	1.2281233122591030e-05	1.2084846573865050e-06	34	true	smoothSolver	7.5854411088212687e-10	7.9782187145283131e-11	1	true
119                     	smoothSolver	5.7978393862170422e-06	2.4271664327485922e-07	2	2.0063841985954368e-05	6.7920863052968682e-07	2	false	smoothSolver	6.6295761044392567e-08	2.3495752347459489e-09	2	true	GAMG	1.2193957770634441e-05	1.2133343788009419e-06	33	true	smoothSolver	7.5771617398039894e-10	7.9336239573190800e-11	1	true
120                     	smoothSolver	5.7427835115581798e-06	2.4412342812950539e-07	2	1.9844130119081120e-05	6.7216460115071005e-07	2	false	smoothSolver	6.5727713027210651e-08	2.3592737431065020e-09	2	true	GAMG	1.1948588355176541e-05	1.1665741901022341e-06	34	true	smoothSolver	7.4553927055461472e-10	7.8860037895553658e-11	1	true
121                     	smoothSolver	5.6837338985971924e-06	2.4501713879213738e-07	2	1.9625062306506650e-05	6.6533332580826836e-07	2	false	smoothSolver	6.5209881227317932e-08	2.3682667789332380e-09	2	true	GAMG	1.1908330947112490e-05	1.1839920051517359e-06	32	true	smoothSolver	7.3641480984782045e-10	7.8417051141873233e-11	1	true
122                     	smoothSolver	5.6283526838861639e-06	2.4540752502811191e-07	2	1.9403458676152581e-05	6.5975734628220722e-07	2	false	smoothSolver	6.4738891362181928e-08	2.3762539022088600e-09	2	true	GAMG	1.1838367344439990e-05	1.1815894994326710e-06	33	true	smoothSolver	7.2562851752190588e-10	7.7993677572489754e-11	1	true
123                     	smoothSolver	5.5721813606348181e-06	2.4545157876600490e-07	2	1.9190262897430988e-05	6.5513204581979488e-07	2	false	smoothSolver	6.4316716202720906e-08	2.3853240112034019e-09	2	true	GAMG	1.1688145392448039e-05	1.1676373329655370e-06	32	true	smoothSolver	7.1341132440166483e-10	7.7587340152850521e-11	1	true
124                     	smoothSolver	5.5219576043565422e-06	2.4519904790217192e-07	2	1.8970311604534211e-05	6.5203189483336981e-07	2	false	smoothSolver	6.3955260846304085e-08	2.3961513014341689e-09	2	true	GAMG	1.1665979895268479e-05	1.1638923784591010e-06	32	true	smoothSolver	7.0699677090193078e-10	7.7226393823624414e-11	1	true
125                     	smoothSolver	5.4675884664258478e-06	2.4453727090895660e-07	2	1.8764756947088280e-05	6.4972413907866734e-07	2	false	smoothSolver	6.3653668662840824e-08	2.4077586267273561e-09	2	true	GAMG	1.1563041925111119e-05	1.1533637614320101e-06	33	true	smoothSolver	6.8318415899889105e-10	7.6851334713045501e-11	1	true
126                     	smoothSolver	5.4175373418490921e-06	2.4355480576838291e-07	2	1.8577865304463789e-05	6.4864473137583897e-07	2	false	smoothSolver	6.3337433599504631e-08	2.4255885790260188e-09	2	true	GAMG	1.1358925096257680e-05	1.1326413877248610e-06	32	true	smoothSolver	6.6260854823966691e-10	7.6483726983426923e-11	1	true
127                     	smoothSolver	5.3583798982147889e-06	2.4214063441147632e-07	2	1.8402107330178041e-05	6.4874881164150280e-07	2	false	smoothSolver	6.3031785312967602e-08	2.4438453553996541e-09	2	true	GAMG	1.1343970822525470e-05	1.1291742710558949e-06	32	true	smoothSolver	6.4855714149562036e-10	7.6146415227410777e-11	1	true
128                     	smoothSolver	5.3050635243122846e-06	2.4046243129234940e-07	2	1.8242337821500021e-05	6.5087909996717502e-07	2	false	smoothSolver	6.2737319001866021e-08	2.4621411768658030e-09	2	true	GAMG	1.1281232446854710e-05	1.1269837987081421e-06	32	true	smoothSolver	6.3649542104078397e-10	7.5818798053088407e-11	1	true
129                     	smoothSolver	5.2575887982195057e-06	2.3862650059286332e-07	2	1.8110405363993380e-05	6.5512529699434463e-07	2	false	smoothSolver	6.2507375925390101e-08	2.4819888296479949e-09	2	true	GAMG	1.1210548155599539e-05	1.1003752400491900e-06	33	true	smoothSolver	6.3968978229367924e-10	7.5497369008240539e-11	1	true
130                     	smoothSolver	5.2180768308111629e-06	2.3673703102810200e-07	2	1.8031559756054121e-05	6.6183973103511362e-07	2	false	smoothSolver	6.2380923527294308e-08	2.5009106969527341e-09	2	true	GAMG	1.1119166413633990e-05	1.1106059942689270e-06	31	true	smoothSolver	6.3169286627816678e-10	7.5126338082216411e-11	1	true
131                     	smoothSolver	5.1934215813785241e-06	2.3483494520771909e-07	2	1.7976296594289000e-05	6.7204989663053835e-07	2	false	smoothSolver	6.2287984255966014e-08	2.5187370066162209e-09	2	true	GAMG	1.1020817858144189e-05	1.0943833853525500e-06	32	true	smoothSolver	6.1642969743535931e-10	7.4731122897474755e-11	1	true
132                     	smoothSolver	5.1696267200507491e-06	2.3264962448750589e-07	2	1.8016183954724349e-05	6.8697725578114778e-07	2	false	smoothSolver	6.2204552389276301e-08	2.5380910800032390e-09	2	true	GAMG	1.1040037902443270e-05	1.1037387869595860e-06	31	true	smoothSolver	6.0008713471257428e-10	7.4304496716444705e-11	1	true
133                     	smoothSolver	5.1494102999207498e-06	2.3016034136122610e-07	2	1.8127267766061840e-05	7.0495655071030294e-07	2	false	smoothSolver	6.2132787086887091e-08	2.5571838019042620e-09	2	true	GAMG	1.1010567888297650e-05	1.0727906971027260e-06	32	true	smoothSolver	5.8970531911286995e-10	7.3898326113870279e-11	1	true
134                     	smoothSolver	5.1351148138008481e-06	2.2760013686217249e-07	2	1.8268040535950090e-05	7.2467494362319907e-07	2	false	smoothSolver	6.2057936400276224e-08	2.5762425110588801e-09	2	true	GAMG	1.1061464669724310e-05	1.1035889910835859e-06	30	true	smoothSolver	5.9797918288363217e-10	7.3488496306310882e-11	1	true
135                     	smoothSolver	5.1191855224703979e-06	2.2466811165908231e-07	2	1.8463705637807469e-05	7.4560687759893686e-07	2	false	smoothSolver	6.1977640223828078e-08	2.5961347901419709e-09	2	true	GAMG	1.1068909935129141e-05	1.0767624463485669e-06	32	true	smoothSolver	5.7228975599107326e-10	7.3038108943897949e-11	1	true
136                     	smoothSolver	5.1067065720602912e-06	2.2160702227705689e-07	2	1.8714245033541039e-05	7.6674803916757836e-07	2	false	smoothSolver	6.1895361311753664e-08	2.6188938703875919e-09	2	true	GAMG	1.0994700388400290e-05	1.0962960705596990e-06	30	true	smoothSolver	5.6050128476396661e-10	7.2622298071115883e-11	1	true
137                     	smoothSolver	5.0903284909640539e-06	2.1813950040870600e-07	2	1.8993168247644809e-05	7.8693531788856852e-07	2	false	smoothSolver	6.1811615445905584e-08	2.6425580749979989e-09	2	true	GAMG	1.0950625805623150e-05	1.0564467404579959e-06	32	true	smoothSolver	5.6265840138187822e-10	7.2236184977357380e-11	1	true
138                     	smoothSolver	5.0758421904316604e-06	2.1455043614994171e-07	2	1.9293402095433599e-05	8.0613415445337038e-07	2	false	smoothSolver	6.1720059063373882e-08	2.6675682967493758e-09	2	true	GAMG	1.0854759575329759e-05	1.0627210543096510e-06	30	true	smoothSolver	5.7263062092195554e-10	7.1851340958692728e-11	1	true
139                     	smoothSolver	5.0566863033900038e-06	2.1061229683368000e-07	2	1.9609742356294649e-05	8.2435169067140742e-07	2	false	smoothSolver	6.1766151777345062e-08	2.6933404576734831e-09	2	true	GAMG	1.0769104936123550e-05	1.0525506304827490e-06	30	true	smoothSolver	5.3672698360488532e-10	7.1353191372835019e-11	1	true
140                     	smoothSolver	5.0380582734140846e-06	2.0655917405127039e-07	2	1.9929824128841191e-05	8.4125047953935748e-07	2	false	smoothSolver	6.1867076356089202e-08	2.7175630891131550e-09	2	true	GAMG	1.0652414386555390e-05	1.0385347464223850e-06	30	true	smoothSolver	5.2499114913233315e-10	7.0941501199217400e-11	1	true
141                     	smoothSolver	5.0168442577455524e-06	2.0231536460805739e-07	2	2.0242794505514629e-05	8.5674902971282361e-07	2	false	smoothSolver	6.2003101401318028e-08	2.7431889537334280e-09	2	true	GAMG	1.0546723595590241e-05	1.0246461017769699e-06	30	true	smoothSolver	5.1544349029790183e-10	7.0527952999200299e-11	1	true
142                     	smoothSolver	4.9934768058056606e-06	1.9792539005482699e-07	2	2.0545157845303709e-05	8.7077392731960688e-07	2	false	smoothSolver	6.2175505446232234e-08	2.7684980266588688e-09	2	true	GAMG	1.0441876456973991e-05	1.0146846879754389e-06	30	true	smoothSolver	5.0780576329496650e-10	7.0120153135467398e-11	1	true
143                     	smoothSolver	4.9680152330704979e-06	1.9341322598505160e-07	2	2.0832840311627508e-05	8.8327652683177868e-07	2	false	smoothSolver	6.2333506488377812e-08	2.7930824241231439e-09	2	true	GAMG	1.0334758380782060e-05	1.0127113028003080e-06	30	true	smoothSolver	4.9991197152877119e-10	6.9692525826385780e-11	1	true
144                     	smoothSolver	4.9404174583248208e-06	1.8880123719531170e-07	2	2.1102307827913711e-05	8.9423871877355972e-07	2	false	smoothSolver	6.2467644874437474e-08	2.8170124313088982e-09	2	true	GAMG	1.0225857079584250e-05	1.0215163780118801e-06	30	true	smoothSolver	5.0009910004154089e-10	6.9287640960117618e-11	1	true
145                     	smoothSolver	4.9107064789997117e-06	1.8411754224196509e-07	2	2.1350268255569349e-05	9.0371235086745156e-07	2	false	smoothSolver	6.2616035618773256e-08	2.8413407023978062e-09	2	true	GAMG	1.0113820676852050e-05	1.0000741242639959e-06	32	true	smoothSolver	4.9340439395685339e-10	6.8871651624204714e-11	1	true
146                     	smoothSolver	4.8795466406608223e-06	1.7942290297785210e-07	2	2.1576268855992209e-05	9.1163486408578859e-07	2	false	smoothSolver	6.2787144710623980e-08	2.8657662799293502e-09	2	true	GAMG	9.9830262691045936e-06	9.6197780005059328e-07	34	true	smoothSolver	4.8152407103129440e-10	6.8428117541329839e-11	1	true
147                     	smoothSolver	4.8456367934648718e-06	1.7466489184791610e-07	2	2.1775292006806709e-05	9.1805177695487287e-07	2	false	smoothSolver	6.2946111000598408e-08	2.8922976512765329e-09	2	true	GAMG	9.8441109859417971e-06	9.7996811114639671e-07	32	true	smoothSolver	4.7251754176956064e-10	6.7971583223246317e-11	1	true
148                     	smoothSolver	4.8090007922033484e-06	1.6985780394113721e-07	2	2.1945321829865211e-05	9.2298678158274681e-07	2	false	smoothSolver	6.3265187088502020e-08	2.9208104980289520e-09	2	true	GAMG	9.7292425343333450e-06	9.5594737940873072e-07	34	true	smoothSolver	4.6513101886987278e-10	6.7522416120518705e-11	1	true
149                     	smoothSolver	4.7725923531305544e-06	1.6518912635176520e-07	2	2.2093890967345529e-05	9.2634838141841901e-07	2	false	smoothSolver	6.3628329435361218e-08	2.9512611239361439e-09	2	true	GAMG	9.5863520043299077e-06	9.4649592184799156e-07	34	true	smoothSolver	4.6538989892189518e-10	6.7113896297113713e-11	1	true
150                     	smoothSolver	4.7332464785843071e-06	1.6051188285741021e-07	2	2.2212145669080321e-05	9.2828392795466426e-07	2	false	smoothSolver	6.4103467406750279e-08	2.9843580158999768e-09	2	true	GAMG	9.4714458232895603e-06	9.4387229356224337e-07	34	true	smoothSolver	4.7655193759521518e-10	6.6768767377305471e-11	1	true
151                     	smoothSolver	4.6928642764961936e-06	1.5593436311182560e-07	2	2.2304694521038952e-05	9.2873793276789080e-07	2	false	smoothSolver	6.4607999740111371e-08	3.0200449787229780e-09	2	true	GAMG	9.3650401805705451e-06	9.1334554737413250e-07	36	true	smoothSolver	4.5681025023263770e-10	6.6341556372574640e-11	1	true
152                     	smoothSolver	4.6515700763951679e-06	1.5149483402933429e-07	2	2.2372157969049010e-05	9.2774743980809204e-07	2	false	smoothSolver	6.5144478828584177e-08	3.0547390112452779e-09	2	true	GAMG	9.2451562297942200e-06	9.0194128075768508e-07	36	true	smoothSolver	4.5983874317122602e-10	6.6004671662724318e-11	1	true
153                     	smoothSolver	4.6085379087328740e-06	1.4715292702538819e-07	2	2.2412121393104992e-05	9.2548360507607055e-07	2	false	smoothSolver	6.5709112653699999e-08	3.0915345320196190e-09	2	true	GAMG	9.1404571421339758e-06	9.0442610645652028e-07	36	true	smoothSolver	4.6889093869572360e-10	6.5722242701979494e-11	1	true
154                     	smoothSolver	4.5647713694854580e-06	1.4297284478522210e-07	2	2.2428284215123309e-05	9.2192248234906359e-07	2	false	smoothSolver	6.6308518384819787e-08	3.1282778180368879e-09	2	true	GAMG	9.0284951702388261e-06	8.8916850284111132e-07	38	true	smoothSolver	4.4783005129954599e-10	6.5376130904527183e-11	1	true
155                     	smoothSolver	4.5204773215442970e-06	1.3898192293748429e-07	2	2.2421634656142521e-05	9.1715363005641305e-07	2	false	smoothSolver	6.6931945165828887e-08	3.1673942656460430e-09	2	true	GAMG	8.9021746127622042e-06	8.6779318475005945e-07	40	true	smoothSolver	4.3979233501872478e-10	6.5082918995170217e-11	1	true
156                     	smoothSolver	4.4753446878941790e-06	1.3516891484096929e-07	2	2.2391210469147579e-05	9.1129730816256292e-07	2	false	smoothSolver	6.7604930987374143e-08	3.2057917048376761e-09	2	true	GAMG	8.7760499820446384e-06	8.7118763778452876e-07	40	true	smoothSolver	4.4451887430294202e-10	6.4847742443454024e-11	1	true
157                     	smoothSolver	4.4297077630292908e-06	1.3154970823837419e-07	2	2.2338417557188399e-05	9.0441776529281255e-07	2	false	smoothSolver	6.8348651453706888e-08	3.2451824581978650e-09	2	true	GAMG	8.6610496340490483e-06	8.6536309636217802e-07	42	true	smoothSolver	4.3004700415598133e-10	6.4554938481644530e-11	1	true
158                     	smoothSolver	4.3840273799672864e-06	1.2817010236408299e-07	2	2.2265906722543030e-05	8.9651643851472258e-07	2	false	smoothSolver	6.9200466712247407e-08	3.2861590207143920e-09	2	true	GAMG	8.5439224115214739e-06	8.3395361596737479e-07	46	true	smoothSolver	4.1421689646906348e-10	6.4278940534537068e-11	1	true
159                     	smoothSolver	4.3380928564761853e-06	1.2501951424909831e-07	2	2.2173555233313881e-05	8.8769359646759114e-07	2	false	smoothSolver	7.0100477138764176e-08	3.3336172781249989e-09	2	true	GAMG	8.4267327551024957e-06	8.4054361853119467e-07	46	true	smoothSolver	4.0852050481043980e-10	6.4111452217593127e-11	1	true
160                     	smoothSolver	4.2919837395411246e-06	1.2210349419897739e-07	2	2.2061727365741339e-05	8.7817359844915337e-07	2	false	smoothSolver	7.1141480066885820e-08	3.3851547195470119e-09	2	true	GAMG	8.3357441687285083e-06	8.3077687517986705e-07	50	true	smoothSolver	4.0415251511986300e-10	6.3944057159976663e-11	1	true
161                     	smoothSolver	4.2462058344462177e-06	1.1947041915060771e-07	2	2.1933202307780081e-05	8.6782153782272222e-07	2	false	smoothSolver	7.2235375621932441e-08	3.4376977129176209e-09	2	true	GAMG	8.2419426417482814e-06	8.1167501812047467e-07	54	true	smoothSolver	4.0021155363361639e-10	6.3807938998384907e-11	1	true
162                     	smoothSolver	4.2005552171730240e-06	1.1712774771223420e-07	2	2.1788211840672969e-05	8.5680676600986304e-07	2	false	smoothSolver	7.3325650013419164e-08	3.4963202800924670e-09	2	true	GAMG	8.1573950650419953e-06	8.0619190770597632e-07	56	true	smoothSolver	3.9697246966742042e-10	6.3701159337748456e-11	1	true
