# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         
245                     	smoothSolver	2.0746291478391161e-06	5.8557328530259398e-08	2	9.1384792648730267e-06	3.7256601051679109e-07	2	false	smoothSolver	1.0192899292834260e-07	6.0250374279531573e-09	2	true	GAMG	3.6681226622867320e-06	3.6569125159813981e-07	33	true	smoothSolver	2.5137521397122022e-10	4.7117885677316451e-11	1	true
246                     	smoothSolver	2.0474626895545249e-06	5.7007421871143602e-08	2	8.9799631406002974e-06	3.6150252972009661e-07	2	false	smoothSolver	9.9194415829973629e-08	5.8488846982308679e-09	2	true	GAMG	3.4974548729129251e-06	3.4245565491556021e-07	35	true	smoothSolver	2.4846022835156881e-10	4.6526217680123843e-11	1	true
247                     	smoothSolver	2.0217950949473530e-06	5.5621129238202298e-08	2	8.8174868211974733e-06	3.5037283871119333e-07	2	false	smoothSolver	9.6542404814408654e-08	5.6793735927258398e-09	2	true	GAMG	3.4021466091758190e-06	3.3164549531380268e-07	36	true	smoothSolver	2.4543289541511032e-10	4.5961430616555581e-11	1	true
248                     	smoothSolver	1.9951338350887210e-06	5.4390552166580150e-08	2	8.6564391316642538e-06	3.3874066547553902e-07	2	false	smoothSolver	9.3978318799410159e-08	5.5153784935514050e-09	2	true	GAMG	3.3531749810932030e-06	3.2919318454914603e-07	36	true	smoothSolver	2.4211810284973032e-10	4.5397896922398452e-11	1	true
249                     	smoothSolver	1.9696804590186960e-06	5.3328235160722197e-08	2	8.4936647420211105e-06	3.2706955126635458e-07	2	false	smoothSolver	9.1529243227921194e-08	5.3569469780214969e-09	2	true	GAMG	3.2851231152028811e-06	3.2739081243358442e-07	37	true	smoothSolver	2.3876793624173701e-10	4.4859808470260838e-11	1	true
250                     	smoothSolver	1.9448511544066621e-06	5.2449255415701192e-08	2	8.3313458530290451e-06	3.1529792038142237e-07	2	false	smoothSolver	8.9179557578136743e-08	5.2042590020055297e-09	2	true	GAMG	3.1513647941142211e-06	3.1445592515755269e-07	39	true	smoothSolver	2.3563471470600818e-10	4.4347808767120051e-11	1	true
251                     	smoothSolver	1.9219790637719328e-06	5.1759041599256173e-08	2	8.1676424070403422e-06	3.0364240787185232e-07	2	false	smoothSolver	8.6926607351334839e-08	5.0578966295044007e-09	2	true	GAMG	3.0986226848879781e-06	3.0862739574726941e-07	40	true	smoothSolver	2.3279100296992071e-10	4.3865639780692037e-11	1	true
252                     	smoothSolver	1.8983095595225449e-06	5.1223653327403851e-08	2	8.0078939840682152e-06	2.9176748543234368e-07	2	false	smoothSolver	8.4791906219287697e-08	4.9166523708328071e-09	2	true	GAMG	3.0779418314321660e-06	3.0561992752108710e-07	41	true	smoothSolver	2.3011785317380160e-10	4.3406684766055042e-11	1	true
253                     	smoothSolver	1.8757909967521100e-06	5.0876850395587909e-08	2	7.8500377703774453e-06	2.8028696284094439e-07	2	false	smoothSolver	8.2773712839052426e-08	4.7812965960491333e-09	2	true	GAMG	2.9811938336252322e-06	2.9559618976101762e-07	43	true	smoothSolver	2.2761472058628650e-10	4.2965993558473823e-11	1	true
254                     	smoothSolver	1.8561007236859430e-06	5.0726564443708000e-08	2	7.6935129511783328e-06	2.6923037692928638e-07	2	false	smoothSolver	8.0834027517001223e-08	4.6495727480087560e-09	2	true	GAMG	2.9506720417801140e-06	2.9426294968944940e-07	43	true	smoothSolver	2.2513228197103990e-10	4.2544916469248799e-11	1	true
255                     	smoothSolver	1.8347742055543950e-06	5.0727110556264427e-08	2	7.5424204506369250e-06	2.5820778160901773e-07	2	false	smoothSolver	7.8979120915204839e-08	4.5247878841656366e-09	2	true	GAMG	2.8975855407162071e-06	2.8608118513372791e-07	45	true	smoothSolver	2.2287140144052091e-10	4.2135867401491557e-11	1	true
256                     	smoothSolver	1.8169181086538090e-06	5.0931775896300308e-08	2	7.3932705820634591e-06	2.4782312326107012e-07	2	false	smoothSolver	7.7226409267619194e-08	4.4072923856452821e-09	2	true	GAMG	2.8773999956369741e-06	2.8629673395477339e-07	44	true	smoothSolver	2.2055861970689880e-10	4.1736736584189922e-11	1	true
257                     	smoothSolver	1.7980633070995651e-06	5.1263610628533959e-08	2	7.2501808981763883e-06	2.3766369560524139e-07	2	false	smoothSolver	7.5562129482099975e-08	4.2952295977494444e-09	2	true	GAMG	2.8833784372720871e-06	2.8551095346065472e-07	45	true	smoothSolver	2.1839272099247751e-10	4.1354133439741162e-11	1	true
258                     	smoothSolver	1.7806156796678611e-06	5.1758981417300441e-08	2	7.1111219736134310e-06	2.2819389608994969e-07	2	false	smoothSolver	7.3968978381489113e-08	4.1891825278134979e-09	2	true	GAMG	2.8206838785438448e-06	2.8195808013685648e-07	46	true	smoothSolver	2.1641603480443360e-10	4.0983977828337481e-11	1	true
259                     	smoothSolver	1.7655550149731760e-06	5.2410023408580889e-08	2	6.9755744691187966e-06	2.1954999951566490e-07	2	false	smoothSolver	7.2462925271970339e-08	4.0875611865904724e-09	2	true	GAMG	2.8288531198064262e-06	2.8231415436053171e-07	46	true	smoothSolver	2.1473207437965570e-10	4.0656150233507302e-11	1	true
260                     	smoothSolver	1.7507153645947180e-06	5.3161713925507791e-08	2	6.8467707009075757e-06	2.1154689703042440e-07	2	false	smoothSolver	7.1030209643195910e-08	3.9918902432675820e-09	2	true	GAMG	2.8236656735576942e-06	2.7942138851153802e-07	47	true	smoothSolver	2.1253944603003330e-10	4.0290169222764681e-11	1	true
261                     	smoothSolver	1.7371820835971741e-06	5.3998199722096261e-08	2	6.7248954254319118e-06	2.0437026751933309e-07	2	false	smoothSolver	6.9656575442643728e-08	3.9019743752290286e-09	2	true	GAMG	2.7730883322650110e-06	2.7642024220570551e-07	48	true	smoothSolver	2.1063945822150940e-10	3.9945870817475440e-11	1	true
262                     	smoothSolver	1.7224672069502450e-06	5.4859001613363277e-08	2	6.6097258477949530e-06	1.9800589016353149e-07	2	false	smoothSolver	6.8341741977666330e-08	3.8171744933966037e-09	2	true	GAMG	2.7889540356702391e-06	2.7702204401758618e-07	48	true	smoothSolver	2.0989233068958501e-10	3.9651944039182542e-11	1	true
263                     	smoothSolver	1.7089964723242101e-06	5.5753421187045768e-08	2	6.4995115742140631e-06	1.9271808325458989e-07	2	false	smoothSolver	6.7103844313838459e-08	3.7375734730816393e-09	2	true	GAMG	2.7885481444471671e-06	2.7529354460067539e-07	49	true	smoothSolver	2.0905398247012699e-10	3.9369343296499592e-11	1	true
264                     	smoothSolver	1.6949303517949850e-06	5.6631490296190127e-08	2	6.3960217680068640e-06	1.8835547008848181e-07	2	false	smoothSolver	6.5923887434045122e-08	3.6625133858296180e-09	2	true	GAMG	2.7421072961983168e-06	2.7204598222919937e-07	50	true	smoothSolver	2.0546092438444571e-10	3.9006760436646822e-11	1	true
265                     	smoothSolver	1.6815963859284989e-06	5.7487644700931520e-08	2	6.2956540644549371e-06	1.8483930104138329e-07	2	false	smoothSolver	6.4803126790161509e-08	3.5907713923302941e-09	2	true	GAMG	2.7591785604636420e-06	2.7227846660815742e-07	49	true	smoothSolver	2.0655112569402451e-10	3.8805526489422317e-11	1	true
266                     	smoothSolver	1.6673185394797901e-06	5.8257078272648843e-08	2	6.2019601480066881e-06	1.8184543305298581e-07	2	false	smoothSolver	6.3745698396368562e-08	3.5234571703313290e-09	2	true	GAMG	2.7265662082796281e-06	2.7264291486166440e-07	49	true	smoothSolver	2.0228686101288690e-10	3.8454251635395277e-11	1	true
267                     	smoothSolver	1.6492380369891631e-06	5.8922684442812959e-08	2	6.1131894475056157e-06	1.7934241882629689e-07	2	false	smoothSolver	6.2751197984600670e-08	3.4610470782715970e-09	2	true	GAMG	2.7216262273862321e-06	2.7078721893986799e-07	50	true	smoothSolver	2.0045477565434749e-10	3.8182203738956168e-11	1	true
268                     	smoothSolver	1.6314537886703110e-06	5.9567854132287913e-08	2	6.0258392276987099e-06	1.7767400320845671e-07	2	false	smoothSolver	6.1804251130002418e-08	3.4018828727323240e-09	2	true	GAMG	2.7491601299035139e-06	2.7418828382468363e-07	48	true	smoothSolver	1.9888528489283320e-10	3.7934112655963409e-11	1	true
269                     	smoothSolver	1.6119376402995980e-06	6.0125669349329221e-08	2	5.9428260438084724e-06	1.7641692269185129e-07	2	false	smoothSolver	6.0887437984013664e-08	3.3451929501330001e-09	2	true	GAMG	2.7706002376447362e-06	2.7659031183286731e-07	48	true	smoothSolver	1.9744945644593751e-10	3.7699062749455282e-11	1	true
270                     	smoothSolver	1.5913566921012860e-06	6.0625247609546440e-08	2	5.8630350114937504e-06	1.7563182574454860e-07	2	false	smoothSolver	5.9998306244195989e-08	3.2907569899917910e-09	2	true	GAMG	2.7890822900828111e-06	2.7765961470563990e-07	48	true	smoothSolver	1.9613376320912941e-10	3.7478030345468658e-11	1	true
271                     	smoothSolver	1.5700557230251620e-06	6.1071431006359225e-08	2	5.7858951463945479e-06	1.7529054198277980e-07	2	false	smoothSolver	5.9134660691768602e-08	3.2381051808827090e-09	2	true	GAMG	2.8067568556834360e-06	2.7954537712029101e-07	47	true	smoothSolver	1.9524910272803651e-10	3.7299543474257540e-11	1	true
272                     	smoothSolver	1.5484555587073560e-06	6.1458986188116022e-08	2	5.7116714443690693e-06	1.7532845425430261e-07	2	false	smoothSolver	5.8284920953973123e-08	3.1872396489907240e-09	2	true	GAMG	2.7898914278708851e-06	2.7836597524998132e-07	47	true	smoothSolver	1.9368187804334060e-10	3.7074744859229363e-11	1	true
273                     	smoothSolver	1.5241612368677721e-06	6.1755684928035005e-08	2	5.6406487375930704e-06	1.7567536668851941e-07	2	false	smoothSolver	5.7452512732302879e-08	3.1379466846328380e-09	2	true	GAMG	2.7969141972742739e-06	2.7938746092548229e-07	46	true	smoothSolver	1.9228289520089201e-10	3.6867147287925317e-11	1	true
274                     	smoothSolver	1.5004785647898290e-06	6.2032366721584774e-08	2	5.5672664721356968e-06	1.7645317449976791e-07	2	false	smoothSolver	5.6623559810848758e-08	3.0905787005797009e-09	2	true	GAMG	2.8237996235701391e-06	2.8130161262950338e-07	45	true	smoothSolver	1.9097288882923339e-10	3.6670034911458751e-11	1	true
275                     	smoothSolver	1.4761493619800990e-06	6.2232995724950665e-08	2	5.4988856766675273e-06	1.7746186679335220e-07	2	false	smoothSolver	5.5805841684695247e-08	3.0448165278523239e-09	2	true	GAMG	2.7995562362357931e-06	2.7950010488045500e-07	45	true	smoothSolver	1.8975355466859971e-10	3.6478210979506149e-11	1	true
276                     	smoothSolver	1.4491664662174831e-06	6.2342730465376635e-08	2	5.4328357482965619e-06	1.7863856036063591e-07	2	false	smoothSolver	5.4988007090600167e-08	3.0000938237433651e-09	2	true	GAMG	2.7966523420846440e-06	2.7961175777866687e-07	44	true	smoothSolver	1.8851891377605170e-10	3.6289258724178031e-11	1	true
277                     	smoothSolver	1.4228267619862999e-06	6.2439074353528270e-08	2	5.3644834517137602e-06	1.8014771172844319e-07	2	false	smoothSolver	5.4185548282555548e-08	2.9564659095561341e-09	2	true	GAMG	2.8085199327927341e-06	2.8015046453630608e-07	43	true	smoothSolver	1.8732955735688889e-10	3.6101186270408227e-11	1	true
278                     	smoothSolver	1.3960350894042630e-06	6.2462605136938921e-08	2	5.3015313548328968e-06	1.8173042713806959e-07	2	false	smoothSolver	5.3392863901718711e-08	2.9142981681077909e-09	2	true	GAMG	2.7689006193404099e-06	2.7573158003882922e-07	43	true	smoothSolver	1.8619675068633469e-10	3.5916419369118257e-11	1	true
279                     	smoothSolver	1.3668559338730910e-06	6.2399261369233754e-08	2	5.2405432674101490e-06	1.8340442868615919e-07	2	false	smoothSolver	5.2620827548379943e-08	2.8727151147168100e-09	2	true	GAMG	2.7440416053561451e-06	2.7294781017768672e-07	42	true	smoothSolver	1.8508023999891570e-10	3.5733283212124973e-11	1	true
280                     	smoothSolver	1.3384585270839990e-06	6.2331507262069814e-08	2	5.1770553817083336e-06	1.8509758489844820e-07	2	false	smoothSolver	5.1862422420342900e-08	2.8326882716003331e-09	2	true	GAMG	2.7321852933352300e-06	2.7218594669172232e-07	40	true	smoothSolver	1.8395939240946561e-10	3.5544756404013332e-11	1	true
281                     	smoothSolver	1.3094187234853570e-06	6.2190129787543078e-08	2	5.1178298370131536e-06	1.8678078876943849e-07	2	false	smoothSolver	5.1104751796242327e-08	2.7935801817178310e-09	2	true	GAMG	2.7022144399882419e-06	2.6820789038611289e-07	40	true	smoothSolver	1.8283264634201219e-10	3.5359483928698273e-11	1	true
282                     	smoothSolver	1.2801633627553420e-06	6.2010085742151873e-08	2	5.0625590843486496e-06	1.8840253545698270e-07	2	false	smoothSolver	5.0350244479620491e-08	2.7558097842320190e-09	2	true	GAMG	2.6579071486432170e-06	2.6449053008113662e-07	39	true	smoothSolver	1.8177406207151570e-10	3.5173057956769629e-11	1	true
283                     	smoothSolver	1.2515756679578500e-06	6.1792759070732150e-08	2	5.0164134030172553e-06	1.8998527426555921e-07	2	false	smoothSolver	4.9606809466446397e-08	2.7191106340771090e-09	2	true	GAMG	2.5866594529097570e-06	2.5367142068069948e-07	39	true	smoothSolver	1.8070785898714729e-10	3.4978461313418988e-11	1	true
284                     	smoothSolver	1.2221330409397169e-06	6.1514183161484627e-08	2	4.9723252260377968e-06	1.9157311553314589e-07	2	false	smoothSolver	4.8867555122707299e-08	2.6833805743922750e-09	2	true	GAMG	2.5199182750661000e-06	2.5164511350216133e-07	36	true	smoothSolver	1.7957255555852449e-10	3.4778346137812888e-11	1	true
285                     	smoothSolver	1.1950404545675811e-06	6.1270999520381378e-08	2	4.9314240639609721e-06	1.9288104502038429e-07	2	false	smoothSolver	4.8143334671857557e-08	2.6483081688378280e-09	2	true	GAMG	2.4793813666085139e-06	2.4595907249320509e-07	36	true	smoothSolver	1.7854105058970521e-10	3.4577217912615298e-11	1	true
286                     	smoothSolver	1.1702122521547570e-06	6.1014628276698156e-08	2	4.9002517187351042e-06	1.9416567735499970e-07	2	false	smoothSolver	4.7433951714607982e-08	2.6134013783027110e-09	2	true	GAMG	2.4276293206318920e-06	2.4201824053440279e-07	35	true	smoothSolver	1.7763951078650590e-10	3.4374547830455822e-11	1	true
287                     	smoothSolver	1.1492558012898949e-06	6.0790948783650029e-08	2	4.8809405682224960e-06	1.9539947442441450e-07	2	false	smoothSolver	4.6737078559421893e-08	2.5785808632726120e-09	2	true	GAMG	2.3571705518222831e-06	2.3558372319430941e-07	33	true	smoothSolver	1.7668640017601401e-10	3.4166988957357680e-11	1	true
288                     	smoothSolver	1.1299556485590541e-06	6.0519215026565084e-08	2	4.8610259415044908e-06	1.9672535322290280e-07	2	false	smoothSolver	4.6051702213487758e-08	2.5441150968258600e-09	2	true	GAMG	2.2932585217007278e-06	2.2877883688609271e-07	34	true	smoothSolver	1.7565580570338610e-10	3.3954902202972411e-11	1	true
289                     	smoothSolver	1.1146272774863520e-06	6.0298651430479899e-08	2	4.8480991033512731e-06	1.9781877059417619e-07	2	false	smoothSolver	4.5378351557049498e-08	2.5100928973666908e-09	2	true	GAMG	2.2526367587411419e-06	2.2100238642533199e-07	34	true	smoothSolver	1.7454607832454760e-10	3.3735201718693930e-11	1	true
290                     	smoothSolver	1.1037509728702439e-06	6.0065236882315467e-08	2	4.8413759047393774e-06	1.9912142892881839e-07	2	false	smoothSolver	4.4723178197306472e-08	2.4768262214988911e-09	2	true	GAMG	2.2089955418841988e-06	2.2002182298659880e-07	32	true	smoothSolver	1.7338202944207991e-10	3.3513206576442709e-11	1	true
291                     	smoothSolver	1.0969839340751361e-06	5.9830370412795636e-08	2	4.8406148493582152e-06	2.0061803422238929e-07	2	false	smoothSolver	4.4079443566125389e-08	2.4446235939160838e-09	2	true	GAMG	2.1809293001014230e-06	2.1764973283557431e-07	32	true	smoothSolver	1.7213463236666421e-10	3.3284988654665411e-11	1	true
292                     	smoothSolver	1.0928556827957620e-06	5.9579725373127678e-08	2	4.8466601884947508e-06	2.0236328493909200e-07	2	false	smoothSolver	4.3443339586672562e-08	2.4129342002392950e-09	2	true	GAMG	2.1718043295809151e-06	2.1603907938566140e-07	32	true	smoothSolver	1.7084876799393731e-10	3.3052736237807622e-11	1	true
293                     	smoothSolver	1.0905221207934901e-06	5.9277226634475430e-08	2	4.8610503846600567e-06	2.0456640510932040e-07	2	false	smoothSolver	4.2810905030300498e-08	2.3814953948100929e-09	2	true	GAMG	2.1698855464156870e-06	2.1551156854196180e-07	32	true	smoothSolver	1.6952340452763719e-10	3.2818134029992301e-11	1	true
294                     	smoothSolver	1.0893837442591381e-06	5.8918871014704699e-08	2	4.8852620662633594e-06	2.0733783040938859e-07	2	false	smoothSolver	4.2188804532875228e-08	2.3503879221454911e-09	2	true	GAMG	2.1747198748917550e-06	2.1604101407782271e-07	32	true	smoothSolver	1.6814745776693199e-10	3.2572775980249231e-11	1	true
295                     	smoothSolver	1.0890530990331930e-06	5.8507237593470122e-08	2	4.9138998701812577e-06	2.1019928257432289e-07	2	false	smoothSolver	4.1584528891374837e-08	2.3199094434058100e-09	2	true	GAMG	2.1855623970953261e-06	2.1714337667095901e-07	32	true	smoothSolver	1.6684020025884299e-10	3.2322955475188867e-11	1	true
296                     	smoothSolver	1.0893291252239701e-06	5.8049496561943387e-08	2	4.9446095160684956e-06	2.1300656404756080e-07	2	false	smoothSolver	4.0990796177745193e-08	2.2901052463676549e-09	2	true	GAMG	2.1996419660984020e-06	2.1855515749206161e-07	32	true	smoothSolver	1.6592455161444390e-10	3.2072489482567503e-11	1	true
297                     	smoothSolver	1.0900563410182500e-06	5.7544615282415862e-08	2	4.9759348707967257e-06	2.1569949123668990e-07	2	false	smoothSolver	4.0404897285844192e-08	2.2607292791696319e-09	2	true	GAMG	2.2197429970011521e-06	2.1985747626938039e-07	32	true	smoothSolver	1.6549159647257581e-10	3.1821106531235951e-11	1	true
298                     	smoothSolver	1.0910927622699619e-06	5.6994448144212823e-08	2	5.0066757866691991e-06	2.1827758675646781e-07	2	false	smoothSolver	3.9823873200030168e-08	2.2320648971073479e-09	2	true	GAMG	2.2548511655372501e-06	2.2081474552856630e-07	32	true	smoothSolver	1.6500912474033621e-10	3.1569465178106451e-11	1	true
299                     	smoothSolver	1.0923111377374601e-06	5.6400578240985163e-08	2	5.0361442484075528e-06	2.2068367902694779e-07	2	false	smoothSolver	3.9255651015481832e-08	2.2043835165923391e-09	2	true	GAMG	2.2928367138148749e-06	2.2745834112193189e-07	31	true	smoothSolver	1.6392804698429609e-10	3.1311639666441689e-11	1	true
300                     	smoothSolver	1.0933016278920680e-06	5.5768353674042479e-08	2	5.0647612682879148e-06	2.2288530057557141e-07	2	false	smoothSolver	3.8715365346299693e-08	2.1776399623559272e-09	2	true	GAMG	2.3250760821370908e-06	2.3062736755399499e-07	29	true	smoothSolver	1.6241801947229040e-10	3.1050021878977471e-11	1	true
301                     	smoothSolver	1.0948088130869809e-06	5.5065751288589507e-08	2	5.0887418197049240e-06	2.2498539015467209e-07	2	false	smoothSolver	3.8207275818858187e-08	2.1513121330851821e-09	2	true	GAMG	2.3635217901492552e-06	2.3425186178514221e-07	30	true	smoothSolver	1.6080289935669941e-10	3.0790318912331341e-11	1	true
302                     	smoothSolver	1.0962168760826509e-06	5.4400940061372043e-08	2	5.1128686676665647e-06	2.2657692012896649e-07	2	false	smoothSolver	3.7739865072970260e-08	2.1255809142019039e-09	2	true	GAMG	2.4277336325066329e-06	2.3697099347437700e-07	30	true	smoothSolver	1.5922741960792599e-10	3.0527330735513950e-11	1	true
303                     	smoothSolver	1.0972797186528650e-06	5.3653261130917582e-08	2	5.1333761755233566e-06	2.2806623446290819e-07	2	false	smoothSolver	3.7300839268444569e-08	2.1005760373595459e-09	2	true	GAMG	2.4866499748160860e-06	2.4729563861876329e-07	28	true	smoothSolver	1.5769247062536159e-10	3.0263826966074538e-11	1	true
304                     	smoothSolver	1.0980305398160269e-06	5.2879050621402001e-08	2	5.1510818456952902e-06	2.2933324518434549e-07	2	false	smoothSolver	3.6886100328323969e-08	2.0764504078191629e-09	2	true	GAMG	2.5423839675811230e-06	2.5237089814155282e-07	28	true	smoothSolver	1.5609062359192120e-10	2.9997699159919877e-11	1	true
305                     	smoothSolver	1.0988797250782771e-06	5.2092734002294311e-08	2	5.1669208732284527e-06	2.3033871207491860e-07	2	false	smoothSolver	3.6486827226692191e-08	2.0527502942619350e-09	2	true	GAMG	2.5900594014653281e-06	2.5564774138572790e-07	28	true	smoothSolver	1.5453952825667531e-10	2.9730491864509932e-11	1	true
306                     	smoothSolver	1.0993114063385141e-06	5.1275939530983699e-08	2	5.1796533591531576e-06	2.3110944290350410e-07	2	false	smoothSolver	3.6103386285197343e-08	2.0294014535706642e-09	2	true	GAMG	2.6363217087708530e-06	2.5773453793280860e-07	28	true	smoothSolver	1.5302464350665950e-10	2.9463873101889873e-11	1	true
307                     	smoothSolver	1.0995574986716510e-06	5.0436874592595681e-08	2	5.1896031405653168e-06	2.3164393195415079e-07	2	false	smoothSolver	3.5732874590394007e-08	2.0072024497087611e-09	2	true	GAMG	2.6801754605320778e-06	2.5876405437183128e-07	28	true	smoothSolver	1.5155314382024560e-10	2.9197016001695962e-11	1	true
308                     	smoothSolver	1.0995447156337220e-06	4.9580270480607042e-08	2	5.1969397803395213e-06	2.3195212074417771e-07	2	false	smoothSolver	3.5376775057766089e-08	1.9855396076386900e-09	2	true	GAMG	2.7198183933616830e-06	2.6947846690739378e-07	26	true	smoothSolver	1.5012359592971260e-10	2.8931018608244839e-11	1	true
309                     	smoothSolver	1.0990325151646419e-06	4.8701329012728089e-08	2	5.2011857585587314e-06	2.3206147439286270e-07	2	false	smoothSolver	3.5027882929010427e-08	1.9640995854946209e-09	2	true	GAMG	2.7614150245281829e-06	2.7407488213186412e-07	26	true	smoothSolver	1.4866377226751529e-10	2.8664811287178881e-11	1	true
310                     	smoothSolver	1.0985728228555920e-06	4.7835283667513313e-08	2	5.2044175222554680e-06	2.3200355586633790e-07	2	false	smoothSolver	3.4682837674925882e-08	1.9429258345300140e-09	2	true	GAMG	2.7913237773044042e-06	2.7685131404298729e-07	26	true	smoothSolver	1.4725787267409399e-10	2.8399193105521601e-11	1	true
311                     	smoothSolver	1.0975641560151579e-06	4.6962626643305398e-08	2	5.2049975119119022e-06	2.3180461378422170e-07	2	false	smoothSolver	3.4339244755707383e-08	1.9221822827469881e-09	2	true	GAMG	2.8155174293888588e-06	2.7844113414216070e-07	26	true	smoothSolver	1.4585155481155070e-10	2.8133454823448439e-11	1	true
312                     	smoothSolver	1.0961432159008800e-06	4.6091949635221718e-08	2	5.2030549731923428e-06	2.3143528049284431e-07	2	false	smoothSolver	3.3996283021460708e-08	1.9019335737534398e-09	2	true	GAMG	2.8324636242781158e-06	2.7886387949999152e-07	26	true	smoothSolver	1.4449153906862311e-10	2.7870661550400380e-11	1	true
313                     	smoothSolver	1.0943235843054520e-06	4.5227244139947707e-08	2	5.1986297719228282e-06	2.3089125177237939e-07	2	false	smoothSolver	3.3655432692848987e-08	1.8820163764948830e-09	2	true	GAMG	2.8418721521752190e-06	2.7823432631269761e-07	26	true	smoothSolver	1.4314509890683109e-10	2.7607438507089562e-11	1	true
314                     	smoothSolver	1.0920926067040749e-06	4.4369363837714538e-08	2	5.1917384412910708e-06	2.3017404611881751e-07	2	false	smoothSolver	3.3320041065804620e-08	1.8622833403819319e-09	2	true	GAMG	2.8434614899689569e-06	2.7633155759575641e-07	26	true	smoothSolver	1.4179640491366840e-10	2.7344918002052489e-11	1	true
315                     	smoothSolver	1.0894472886030869e-06	4.3518830278301198e-08	2	5.1824420107827460e-06	2.2929382782891941e-07	2	false	smoothSolver	3.2983826229941827e-08	1.8429037699450901e-09	2	true	GAMG	2.8373715582038602e-06	2.7345750202415289e-07	26	true	smoothSolver	1.4045196083848159e-10	2.7082967925453969e-11	1	true
316                     	smoothSolver	1.0863945180273889e-06	4.2676197503165110e-08	2	5.1707635651052366e-06	2.2827806358235431e-07	2	false	smoothSolver	3.2644969720775459e-08	1.8240940598942861e-09	2	true	GAMG	2.8236120361983590e-06	2.8214660929330253e-07	24	true	smoothSolver	1.3915722856150089e-10	2.6821893449265910e-11	1	true
317                     	smoothSolver	1.0827207469294360e-06	4.1829209599397777e-08	2	5.1559521033021763e-06	2.2710571120244969e-07	2	false	smoothSolver	3.2305765306036239e-08	1.8059349524511509e-09	2	true	GAMG	2.8123571018915738e-06	2.7105777598304513e-07	26	true	smoothSolver	1.3769201813984109e-10	2.6557673172160329e-11	1	true
318                     	smoothSolver	1.0792622611195981e-06	4.1025672298538629e-08	2	5.1410873065078048e-06	2.2572862527438469e-07	2	false	smoothSolver	3.1963320507781828e-08	1.7882565540225430e-09	2	true	GAMG	2.7773216171643549e-06	2.7729970138860199e-07	24	true	smoothSolver	1.3644732031214251e-10	2.6299166560774329e-11	1	true
319                     	smoothSolver	1.0745815996713999e-06	4.0187851297107590e-08	2	5.1213414661415187e-06	2.2424340174611729e-07	2	false	smoothSolver	3.1627627556455741e-08	1.7707316663772189e-09	2	true	GAMG	2.7553503701710241e-06	2.6490510040466890e-07	26	true	smoothSolver	1.3499247247565860e-10	2.6037843536909051e-11	1	true
320                     	smoothSolver	1.0702563270339959e-06	3.9398128199445542e-08	2	5.1019548517322094e-06	2.2255270698451620e-07	2	false	smoothSolver	3.1289399084107203e-08	1.7534818660735071e-09	2	true	GAMG	2.7091172044421781e-06	2.6963721575237292e-07	24	true	smoothSolver	1.3377119857733699e-10	2.5782093360836921e-11	1	true
321                     	smoothSolver	1.0648155251949390e-06	3.8578325234065747e-08	2	5.0780916263582276e-06	2.2075025301572279e-07	2	false	smoothSolver	3.0949255590283252e-08	1.7366688899996699e-09	2	true	GAMG	2.6765657631669311e-06	2.5591170827916408e-07	26	true	smoothSolver	1.3233239999751159e-10	2.5524126929864129e-11	1	true
322                     	smoothSolver	1.0596745775465990e-06	3.7803454606730081e-08	2	5.0546937744607213e-06	2.1875254705518070e-07	2	false	smoothSolver	3.0608068699533648e-08	1.7202051123051300e-09	2	true	GAMG	2.6210216611587472e-06	2.5949055491087382e-07	24	true	smoothSolver	1.3111696625987231e-10	2.5274253980954122e-11	1	true
323                     	smoothSolver	1.0534819880258180e-06	3.7002171689035992e-08	2	5.0271605243416544e-06	2.1664598654353111e-07	2	false	smoothSolver	3.0262628844581758e-08	1.7038440111844241e-09	2	true	GAMG	2.5800533067016718e-06	2.5728651157886279e-07	24	true	smoothSolver	1.2972920870030200e-10	2.5022908105369400e-11	1	true
324                     	smoothSolver	1.0473831271177200e-06	3.6234210276509048e-08	2	4.9994006248165479e-06	2.1435829763873840e-07	2	false	smoothSolver	2.9916470879119302e-08	1.6877041970874149e-09	2	true	GAMG	2.5268943260154002e-06	2.4194282042696948e-07	26	true	smoothSolver	1.2838516727116430e-10	2.4772345075293051e-11	1	true
325                     	smoothSolver	1.0409600040748780e-06	3.5479199951031001e-08	2	4.9703327572381219e-06	2.1192253685198110e-07	2	false	smoothSolver	2.9566424914095839e-08	1.6715262429859629e-09	2	true	GAMG	2.4634942081316098e-06	2.4451250411881441e-07	24	true	smoothSolver	1.2718335960058999e-10	2.4529883040997800e-11	1	true
326                     	smoothSolver	1.0338173723363420e-06	3.4708548633754860e-08	2	4.9376983129115353e-06	2.0939425387092221e-07	2	false	smoothSolver	2.9209251149905599e-08	1.6555617154083990e-09	2	true	GAMG	2.4148904054744221e-06	2.3035728860991310e-07	26	true	smoothSolver	1.2582761248956419e-10	2.4281551585343361e-11	1	true
